,f_date,company,pct_change,article
266,2020-01-24,"Amazon.com, Inc. (AMZN)",-0.012172442419842793,"The Department of Homeland Security is set to release a report today outlining its immediate actions and longer-term goals for enlisting online players to combat counterfeits.
""This is about e-commerce playing by a different set of rules that simultaneously hammer brick-and-mortar retailers, defraud consumers, punish workers and rip off intellectual-property rights holders,"" said White House trade adviser Peter Navarro, who is helping lead the initiative. ""It's Amazon (NASDAQ:AMZN), Shopify (NYSE:SHOP), Alibaba (NYSE:BABA), eBay (NASDAQ:EBAY), JD.com (NASDAQ:JD), Walmart.com (NYSE:WMT) and a constellation of lesser players that provide the digital hubs.""
The initiative comes the same month as a ""Phase One"" trade agreement with China that requires Beijing to take steps against counterfeiters or risk enforcement actions that could trigger new tariffs.
"
267,2020-01-23,"Amazon.com, Inc. (AMZN)",-0.0015258628312699927,"Calling it ""common practice,"" Amazon (NASDAQ:AMZN) has filed a motion in court to pause Microsoft (NASDAQ:MSFT) from carrying out an up to $10B cloud computing deal until a court rules on its protest of the contract award.
Most recently, Amazon has attributed the contract loss to President Trump's ""bias"" against the company and for improperly pressuring the Pentagon.
The JEDI project is designed to consolidate the Defense Department's cloud computing infrastructure and modernize its technology systems.
"
268,2020-01-22,"Amazon.com, Inc. (AMZN)",-0.002399597780126839,"The FBI is investigating the alleged hacking of Amazon (AMZN -0.2%) CEO Jeff Bezos' phone by Saudi Crown Prince Mohammed bin Salman, according to WSJ sources.
Bezos didn't want to provide his phone to the FBI, so researchers with FTI Consulting conducted the investigation and kept the FBI informed.
Earlier today, the UN called for an investigation into the hack by the US and other relevant authorities.
"
269,2020-01-22,"Amazon.com, Inc. (AMZN)",-0.002399597780126839,"Amazon (NASDAQ:AMZN) announces that Amazon Music has reached more than 55M customers globally.
Amazon Music Unlimited grew more than 50% Y/Y in the U.S., UK, Germany, and Japan and more than doubled in the newer geographical markets.
"
270,2020-01-22,"Amazon.com, Inc. (AMZN)",-0.002399597780126839,"The UN calls for an immediate investigation into the possible role Saudi Crown Prince Mohammed bin Salman in the phone hacking of Amazon (NASDAQ:AMZN) CEO Jeff Bezos in 2018.
UN statement: ""The information we have received suggests the possible involvement of the Crown Prince in surveillance of Mr. Bezos, in an effort to influence, if not silence, The Washington Post’s reporting on Saudi Arabia.""
The statement continues, saying that the US and other relevant authorities should investigate the ""continuous, multi-year, direct and personal involvement of the Crown Prince in efforts to target perceived opponents.""
The Saudi embassy in Washington calls the allegations ""absurd.""
Related: Yesterday, The Guardian reported on the hack, which was discovered during a digital forensic analysis and happened through a malicious social media message.
"
280,2020-01-15,"Amazon.com, Inc. (AMZN)",-0.003969060913522099,"Amazon's (AMZN -0.4%) Jeff Bezos will meet with Future Group CEO Kishore Biyani on Friday in Mumbai to discuss potential partnership plans, according to Business Standard sources.
The talks could include an online payment tie-up.
The companies recently signed a long-term agreement to become the authorized online sales channel for e-commerce arm Future Retail.
"
281,2020-01-15,"Amazon.com, Inc. (AMZN)",-0.003969060913522099,"Mizuho says Amazon's (NASDAQ:AMZN) ad business showed ""continued momentum"" in Q4, particularly in sponsored product ads.
Sponsored product ad pricing grew 9% in the period due to conversion rate and targeting improvements.
Mizuho says the tech giant is ""focused on expanding into brand advertising in 2020"" and is expected to ad videos for the sponsored ads.
The firm cites a conversation with Amazon ad agency Tinuiti.
Mizuho maintains a Buy rating and $2,150 price target on Amazon. The company has a Very Bullish average Sell Side rating.
AMZN shares are up 0.1% pre-market to $1,870.85.
"
282,2020-01-15,"Amazon.com, Inc. (AMZN)",-0.003969060913522099,"The 21st century is ""going to be the Indian century,"" Jeff Bezos said at a company event in New Delhi, amid local criticism from small business owners over unfair business practices.
Bezos also detailed plans for Amazon (NASDAQ:AMZN) to invest $1B in digitizing small- and medium-businesses in India and expects to export $10B worth of India-made goods by 2025.
India's business owners allege Amazon is driving them out of business by offering sharply discounted products and favoring select big sellers on its platform.
"
284,2020-01-14,"Amazon.com, Inc. (AMZN)",-0.011558244294213442,"Deutsche Bank analyst Lloyd Walmsley says growth at Amazon Web Services (AMZN -1.2%) appears to have slowed in Q4.
The analyst's checks showed slower-than-expected enterprise workload migration and increasing competition from Microsoft (MSFT -0.4%) Azure.
Walmsley says the Microsoft pressure adds to the ""magnitude of personnel changes"" at AWS to ""underscore increased risk of further deceleration.""
AWS has a newly appointed Sales and Marketing head, and last week announced a new CFO.
Deutsche maintains a Buy rating on Amazon. The company has a Very Bullish average Sell Side rating.
Amazon is expected to report earnings on January 31.
See all stocks on the move »"
285,2020-01-14,"Amazon.com, Inc. (AMZN)",-0.011558244294213442,"Amazon (AMZN -1%) has offered food delivery company Deliveroo a loan to help with the startup's capital crunch, according to Bloomberg sources.
The size of the loan is unknown, but Deliveroo is reportedly seeking ""significant funds"" to continue operations.
Deliveroo had about $240M in cash and equivalents at the end of 2018 and a net loss of $302M.
Amazon led a $575M round in Deliveroo last May and was seeking a minority stake, which was blocked by the UK competition regulator. The regulator is conducting a probe and will provide a decision by June 11.
"
286,2020-01-14,"Amazon.com, Inc. (AMZN)",-0.011558244294213442,"Amazon (NASDAQ:AMZN) will file a motion for a temporary restraining order on Jan. 24 to temporarily block Microsoft (NASDAQ:MSFT) from working on a $10B cloud contract from the Pentagon. A federal court will issue its decision on Feb. 11.
Amazon has blamed President Trump of exerting ""improper pressure"" and bias in awarding the JEDI contract, which is part of a broader digital modernization effort of the DoD's systems.
"
290,2020-01-10,"Amazon.com, Inc. (AMZN)",-0.009410596532905878,"Amazon (NASDAQ:AMZN) has been building a business selling ads on its Fire streaming television platform, and now it wants to sell some ads for the first time on other streaming TV systems such as Apple TV and Xbox, WSJ reports.
Publishers were told the company could fill ads at higher prices - as much as $40 per thousand impressions - than other third-party ad-selling platforms.
Connected TV ad spending is expected to rise to nearly $8.9B this year, up from $6.9B in 2019, according to eMarketer.
"
309,2019-12-24,"Amazon.com, Inc. (AMZN)",-0.002113797546012258,"Investigations by ProPublica and BuzzFeed News reveal that drivers delivering Amazon (NASDAQ:AMZN) packages had been involved in more than 60 crashes that led to serious injuries since 2015, including 13 deaths.
The publications say the company repeatedly quashed or delayed safety initiatives - to prioritize faster deliveries and increased revenue - though Amazon maintains its rate of fatal crashes is better than the most recent federal rate.
""Statistically at this scale, traffic incidents have occurred and will occur again, but these are exceptions, and we will not be satisfied until we achieve zero incidents across our delivery operations.""
"
314,2019-12-20,"Amazon.com, Inc. (AMZN)",-0.0032249586596269624,"Amazon (AMZN -0.2%) will raise its U.S. merchant fees for warehousing and shipping goods by an average of 3% in 2020, according to an internal email viewed by Reuters.
Key quote: ""Driven by FREE One-Day Delivery, this was the largest one-year investment we have ever made in FBA. Nevertheless, in 2020, we will make only moderate increases (about 3%) in fulfillment fees, below industry average, because we remain committed to your continued success.""
Merchant referral fees will drop in some instances.
The changes will largely take effect on February 18.
"
315,2019-12-20,"Amazon.com, Inc. (AMZN)",-0.0032249586596269624,"Amazon (NASDAQ:AMZN) is ""on track to deliver 3.5B packages by the end of the year"" via its in-house delivery network, which operates 150 U.S. delivery stations and employs more than 90,000 people.
While Amazon already ended its relationship with FedEx (NYSE:FDX), UPS (NYSE:UPS) continues to handle delivery for about half of its global packages.
Dealing a potential long-term threat to rival shipping firms, Morgan Stanley estimates the Amazon delivery network will move 6.5B packages by 2022, more than UPS at 5B and FedEx at 3.4B.
"
316,2019-12-18,"Amazon.com, Inc. (AMZN)",-0.003702548152141303,"Amazon (NASDAQ:AMZN), Apple (NASDAQ:AAPL), and Google (NASDAQ:GOOG) (NASDAQ:GOOGL) are partnering with the Zigbee Alliance on Project Connected Home over IP.
The project will create a new standard that will make it easier for smart home products from different companies to work together.
Once the standard is defined, applicable products will bear a logo letting customers know it's supported by Project Connected Home.
Existing Zigbee Alliance product makers will also participate, which includes Samsung SmartThings, IKEA, and NXP Semi.
The group hopes to release a draft specification and preliminary open-source materials in late 2020.
"
333,2019-12-10,"Amazon.com, Inc. (AMZN)",-0.0058873907214741636,"Amazon (AMZN -0.4%) has issued a fix for security flaws in the Blink XT2 camera systems.
Security researchers at Tenable had discovered seven severe vulnerabilities that could let hackers take full control of the device and access the camera footage remotely.
Amazon: ""Customers have received automatic security updates addressing these issues for impacted device.""
"
334,2019-12-10,"Amazon.com, Inc. (AMZN)",-0.0058873907214741636,"Amazon (AMZN -0.3%) secures the rights to air top Champions League matches for the 2020-21 season in Germany.
AMZN will broadcast the matches on Tuesday evenings starting in 2021.
The company received the audio rights for the German Bundesliga in 2017. Amazon recently started showing English Premier League after winning the rights to 20 matches a season.
Sports broadcasting can help Amazon boost its Prime subscription numbers. Germany is AMZN's second-largest market outside the United States.
"
335,2019-12-10,"Amazon.com, Inc. (AMZN)",-0.0058873907214741636,"Jefferies says Amazon's (NASDAQ:AMZN) one-day shipping provides a ""meaningful advantage in delivery.""
Analyst Brent Thill says the delivery option widens Amazon's ""competitive moat, particularly during this year’s shortened holiday season"" with other retailers ""notably behind.""
Thill sees the investment costs of one-day delivery as ""outweighed by higher conversion and monetization.""
Jefferies maintains a Buy rating and $2,180 target on Amazon. AMZN has a Very Bullish average Sell Side rating.
Amazon shares are down 0.5% pre-market to $1,740.91.
"
336,2019-12-09,"Amazon.com, Inc. (AMZN)",-0.001193175398856025,"Amazon (NASDAQ:AMZN) claims the Department of Defense failed to fairly judge its bid for the $10B JEDI cloud contract because Pres. Trump was biased against the company and ""perceived political enemy"" Jeff Bezos.
Amazon Web Services said in a complaint filed in the U.S. Court of Federal Claims, made public today, that the DoD ignored its superior technology and awarded the contract to Microsoft (NASDAQ:MSFT) despite the latter's ""key failures"" to comply with requirements for contract.
The Pentagon made the errors because of improper interference by Trump, who AMZN said ""launched repeated public and behind-the-scenes attacks to steer the JEDI Contract away from AWS to harm his perceived political enemy - Jeffrey P. Bezos,"" the lawsuit said.
AMZN wants a re-evaluation of the proposals submitted to the Pentagon and a new award decision.
"
337,2019-12-09,"Amazon.com, Inc. (AMZN)",-0.001193175398856025,"Amazon (NASDAQ:AMZN) is expected to hear later this week if U.K.'s Competition and Markets Authority will continue a probe that froze the company's $500M bid to acquire a minority stake in food-delivery service Deliveroo.
The CMA is believed to be concerned about Amazon's access to Deliveroo's user data, which it could use in other areas other than just food delivery services.
"
339,2019-12-08,"Amazon.com, Inc. (AMZN)",-0.001193175398856025,"Amazon's (NASDAQ:AMZN) protest of the Pentagon's JEDI cloud computing contract hasn't delayed Microsoft (NASDAQ:MSFT) from working on the deal.
""We were working every day before we won that contract to make the product better,"" Microsoft President Brad Smith told CNBC at the Reagan National Defense Forum in Simi Valley, California.
Amazon had been considered a favorite for the Joint Enterprise Defense Infrastructure Cloud contract, which could be worth up to $10B over a decade, before Microsoft emerged as the surprise winner.
"
341,2019-12-04,"Amazon.com, Inc. (AMZN)",-0.005237417910155726,"The U.S. Federal Trade Commission has broadened scrutiny of Amazon (NASDAQ:AMZN) beyond the company's retail operations to include its cloud computing business, Bloomberg reports.
Investigators have been asking software companies about practices involving Amazon Web Services, signaling that the regulator is taking a broader look at the company to determine whether it could be violating antitrust laws and harming competition, according to the report.
Bloomberg speculates the FTC could look at whether AMZN has an incentive to discriminate against software companies which sell their products to clients of AWS while at the same time competing with AMZN; the fear is that AMZN could punish the companies that work with other cloud providers and favor those that it works with exclusively.
AWS, which accounted for 60% of AMZN's operating income in the most recently reported 12 months, is several times bigger than Microsoft's Azure, its next largest rival.
"
342,2019-12-04,"Amazon.com, Inc. (AMZN)",-0.005237417910155726,"Amazon (AMZN +0.3%), UPS (UPS +0.5%), and DHL are the first members of a pilot program testing cargo bikes to reduce congestion below 60th Street in Manhattan.
The Commercial Cargo Bike Pilot Program launches today and involves bikes with large storage containers attached. The NYC Department of Transportation aims to have 100 cargo bikes in the program.
Starting in 2021, NYC plans to implement a ""congestion pricing"" plan that will charge vehicles entering the area during peak times as much as $14. Commercial trucks will have to pay a $25 toll.
"
344,2019-12-03,"Amazon.com, Inc. (AMZN)",-0.006533461583297739,"Amazon Web Services (AMZN -0.8%) launches a new L.A.-based Local Zone, which is a new type of AWS infrastructure deployment that provides select services close to a particular geographic area.
The Local Zone provides very low latency to applications accessed from Los Angeles and other Southern California locations.
The new Zone is a logical part of the US West (Oregon) Region, but the pricing of the Local Zone will differ from the region.
"
346,2019-12-03,"Amazon.com, Inc. (AMZN)",-0.006533461583297739,"Amazon (AMZN -1.6%) unveils its new Graviton2, a custom AWS cloud processor chip that could take on Intel (INTC -2.7%) and AMD (AMD -1.4%).
The 7nm chip is based on 64-bit Arm Neoverse cores. Amazon says the processors offer up to 40% better performance from comparable x86-based instances with a 20% lower cost.
Graviton2 has a 2x faster floating-point performance per core for scientific and high-performance workloads. The processor can support up to 64 virtual CPUs, 25 Gbps of networking, and 18 Gbps of EBS Bandwidth.
AWS services like Amazon Elastic Load Balancing, Amazon ElastiCache, and Amazon Elastic Map Reduce have tested the instances and will move into production next year.
See all stocks on the move »"
349,2019-12-02,"Amazon.com, Inc. (AMZN)",-0.010661968279410985,"AWS (NASDAQ:AMZN) unveils the Amazon Braket quantum computing service.
The fully managed service gives customers access to quantum hardware from three startups (D-Wave Systems, IonQ, and Rigetti Computing).
Rival IBM (IBM -0.9%) has offered cloud service to its own quantum hardware since 2016.
Amazon also announces the AWS Center for Quantum Computing adjacent to the California Institute of Technology and the Amazon Quantum Solutions Lab, which connects AWS customers with quantum computing experts from AMZN and select partners.
"
351,2019-12-02,"Amazon.com, Inc. (AMZN)",-0.010661968279410985,"Amazon (AMZN -1.6%) introduces the machine learning-backed virtual medical scribe at the AWS re:Invent event.
Transcribe Medical provides real-time transcribing for doctor-patient interactions and places the transcription into the medical record. Unlike many voice transcription services, doctors don't have to say punctuation commands like ""comma"" or ""full stop.""
The completed transcription can be fed downstream to ER systems or AWS services like AWS Comprehend Medical.
Transcribe Medical is HIPAA eligible and scales with the user's needs, meaning paying for what's actually needed instead of a licensing fee.
Amazon Transcribe Medical is now available for AWS customers in the United States.
Post updated to correct wording in the fourth bullet.
"
352,2019-12-02,"Amazon.com, Inc. (AMZN)",-0.010661968279410985,"Amazon (AMZN -1.8%) is testing a new inventory storage service called Amazon Storage and Replenishment, according to documents viewed by Bloomberg.
The service aims to solve two problems during the busy holiday season: decluttering AMZN's more expensive storage facilities and keeping extra inventory nearby.
Amazon invited third-party merchants who use its Fulfillment By Amazon logistics service to try the new program.
Storage and Replenishment shows Amazon moving to control the ""middle mile"" after expanding its network of delivery partners for the ""last mile"" between its facilities and customer homes.
"
353,2019-12-02,"Amazon.com, Inc. (AMZN)",-0.010661968279410985,"SunTrust is ""incrementally positive"" on Amazon (NASDAQ:AMZN) ahead of the robust holiday season for e-commerce.
Analyst Youssef Squali cites Amazon's outsized growth and says the company ""offers the largest selection, the best customer experience, and competitive prices.""
The analyst expects AMZN to claim about 37% of total GMV this holiday season, up from 35% last year.
SunTrust reiterates a Buy rating and $2,350 target.
Amazon shares are down 0.6% pre-market to $1,789.59.
AMZN has a Very Bullish average Sell Side rating.
"
354,2019-12-02,"Amazon.com, Inc. (AMZN)",-0.010661968279410985,"Thousands of technologists and business executives are descending on Las Vegas for one of the biggest tech conferences of the year: AWS re:Invent 2019.
Keynotes will likely include numerous incremental announcements to Amazon Web Services' (NASDAQ:AMZN) product portfolio as rivals build up their own cloud offerings.
In the past year, Microsoft has invested heavily in Azure with a string of acquisitions, IBM has switched focus with its mega Red Hat deal and Google is ploughing so deeply into its cloud it's hurting Alphabet's earnings.
"
355,2019-11-29,"Amazon.com, Inc. (AMZN)",-0.00973872065735852,"Amazon Web Services (NASDAQ:AMZN) has a deepening chip portfolio that could have investors considering its competition against Intel (NASDAQ:INTC) and AMD (NASDAQ:AMD), according to Wells Fargo.
Analyst Aaron Rakers points out that the AWS re:Invest 2019 conference starts Monday, where Amazon will showcase its proprietary processor development.
Rakers refers to Wednesday's Reuters report that AWS has designed a next-gen data center chip.
"
365,2019-11-21,"Amazon.com, Inc. (AMZN)",-0.006198729222778665,"Amazon (NASDAQ:AMZN) announces the Dash Smart Shelf, which includes a built-in scale to reorder low office supplies based on weight.
The shelf connects to an Amazon Business account and can either order automatically or notify someone in the office that supplies are low.
Dash Smart Shelf has built-in Wi-Fi and can be powered by an outlet or batteries.
Availability: Amazon has selected small businesses for a pilot program happening this month. General availability should begin next year.
"
371,2019-11-15,"Amazon.com, Inc. (AMZN)",-0.008611641517542337,"PillPack gets a name change to ""PillPack by Amazon (NASDAQ:AMZN) Pharmacy,"" the first public reference to Amazon Pharmacy.
CNBC sources say PillPack CEO TJ Parker was promoted over the summer to a VP position reporting directly to Doug Herrington, SVP for North America.
Amazon purchased PillPack last year for $750M in one of its largest healthcare pushes.
"
372,2019-11-15,"Amazon.com, Inc. (AMZN)",-0.008611641517542337,"Amazon (AMZN -1%) scrapped its plans for branded checking accounts in the early stages, according to The Information sources.
The tech giant explored a partnership with banks, but Amazon reportedly told JPMorgan it canceled because it didn't want to become subject to banking regulations.
Related: Earlier this week, Google confirmed it will soon offer checking accounts to users.
"
373,2019-11-15,"Amazon.com, Inc. (AMZN)",-0.008611641517542337,"Variety sources say John Lynch is leaving Amazon Studios (AMZN -0.9%), where he headed production and operations.
Lynch reportedly notified employees today about his departure. He joined Amazon in 2012.
Sources didn't provide a reason for his exit.
Lynch's move follows the June exit of Bob Berney, head of marketing and distribution. Amazon has yet to name Berney's replacement.
"
379,2019-11-13,"Amazon.com, Inc. (AMZN)",-0.01399888357705284,"Amazon (NASDAQ:AMZN) Web Services announces Data Exchange, which helps customers find, subscribe to, and use trusted third-party data in the cloud.
Qualified data providers include the likes of Reuters, Change Healthcare, and Foursquare.
AWS customers can subscribe to the data in AWS Marketplace starting today.
"
380,2019-11-13,"Amazon.com, Inc. (AMZN)",-0.01399888357705284,"Smart speaker shipments grew 44% Y/Y to 28.6M units in Q3, according to new Canalys data.
Amazon (AMZN -1.5%) took nearly 37% of the market with 10.4M speakers, up from the 6.3M in last year's quarter.
Google (GOOG -0.1%)(GOOGL -0.1%) held a 12% share with 3.5M units, down from the 5.9M last year.
Alibaba (BABA -2.5%) shipped 3.9M units (last year: 2.2M) , and Baidu (BIDU -2.8%) sold 3.7M (last year: 1M).
"
381,2019-11-11,"Amazon.com, Inc. (AMZN)",-0.007968049902658595,"Earlier this year, the WSJ uncovered 10,870 items for sale on Amazon (AMZN -0.8%) between May and August that were either considered unsafe or banned by federal agencies, had deceptive labeling, or lacked necessary warning labels.
A new WSJ analysis finds that of the 1,934 sellers whose addresses could be determined, 54% were based in China.
Sellers in China upload a new product listing to Amazon every 1/50th of a second, according to AMZN slides shown at a conference.
Among the 10K most-reviewed accounts on AMZN's U.S. site with addresses that could be determined, about 38% were in China compared to 25% three years ago. WSJ cites Marketplace Pulse calculations, which Amazon says is based on flawed methodology.
Amazon says the 38% is ""a significant exaggeration of the real percentage of the top ten thousand.""
"
382,2019-11-11,"Amazon.com, Inc. (AMZN)",-0.007968049902658595,"Amazon (AMZN -0.9%) has posted four job listings for a grocery store distinct from the Whole Foods chain and Amazon Go concept, according to Bloomberg.
The store in the Woodland Hills neighborhood of Los Angeles will be larger than 30K square feet and have conventional checkout lines when it opens, although not much else is known yet about the format and design.
Earlier this year, reports leaked that Amazon was considering a new grocery brand with dozens of stores.
Within the grocery sector, Kroger (KR -1.9%) and Sprouts Farmers Market (SFM -1.3%) are both lower on the day. The development could also impact Target (TGT +0.3%) and Walmart (WMT -0.4%) down the road if it scales up.
"
383,2019-11-11,"Amazon.com, Inc. (AMZN)",-0.007968049902658595,"Progressives have firmly retained control of Seattle's city council, reviving chances for a tax on big businesses that Amazon (NASDAQ:AMZN) helped fend off last year (its HQ is based in the city).
The tech giant had plowed a record $1.5M into a Super PAC run by the Seattle Metropolitan Chamber of Commerce to back a slate of candidates viewed as pro-business.
The unprecedented level of spending drew national attention, with Democratic presidential candidates Elizabeth Warren and Bernie Sanders accusing Amazon of trying to buy the council.
"
384,2019-11-08,"Amazon.com, Inc. (AMZN)",-0.0012973638650994866,"Amazon (AMZN -0.8%) Canada will build the fulfillment center in Lachine on the island of Montreal.
The center will create more than 300 full-time jobs and will launch before the holiday season of 2020.
Last month, Amazon announced it would open its sixth fulfillment center in Ontario.
The tech giant employs more than 6,000 in Canada.
"
385,2019-11-07,"Amazon.com, Inc. (AMZN)",-0.004215500267678974,"Settling a dispute over ad inventory, Amazon.com's (NASDAQ:AMZN) Fire TV will carry Disney Plus (NYSE:DIS), set to launch in five days.
Disney chief Bob Iger disclosed the news on CNBC and added that FX will have a ""huge presence"" on Hulu.
The company's new streaming platform is ""ready to go"" after a ""quite successful"" test in the Netherlands, Iger says.
Disney's results webcast is set to go at 4:30 p.m. ET.
After hours: DIS +3.9%; AMZN +0.5%.
See all stocks on the move »"
387,2019-11-06,"Amazon.com, Inc. (AMZN)",-0.003296835300118591,"Amazon (NASDAQ:AMZN) will build the new innovation hub and create 200 tech and advanced manufacturing jobs in Westborough, Massachusetts.
The company plans to invest more than $40M in the site, which will include a new 350,000 square foot facility that will be in addition to Amazon Robotics' current North Reading site.
The hub will include corporate offices, R&D labs, and manufacturing space.
"
390,2019-10-31,"Amazon.com, Inc. (AMZN)",-0.0018707723182195038,"Amazon (AMZN -0.2%) Web Services will open an infrastructure region in Spain that will include three Availability Zones at launch.
The AWS Europe (Spain) Region is expected to open late 2022 or early 2023.
AWS currently has 69 Availability Zones across 22 infrastructure regions worldwide.
"
398,2019-10-25,"Amazon.com, Inc. (AMZN)",-0.010922220983645254,"via Notable Calls
RBC's Mark Mahaney remains Outperform on Amazon (NASDAQ:AMZN) after yesterday's earnings report, but lowers his price target to $2,500. Amazon beat the firm's Q3 revenue and operating income estimates, but missed on the Q4 revenue and operating income guidance. Mahaney: ""We put more weight on the first.""
Morgan Stanley (Overweight) says the Q4 guidance was lower than expected, but the firm's analysis shows one-day delivery efficiency dramatically improving in Q3. Morgan estimates about 25% of U.S. units went through one-day shipping in the quarter. The cost and complexity to compete with Amazon is rising, says the team. They do, however, trim the price target to $2,100.
JPMorgan is a buyer on the dip - ""We'll take the trade-off of lighter profits for higher revenue - Amazon's earned it.""
Goldman and Jefferies are of a similar mind, with both noting that Q3 tends to be shaky for The House of Bezos, thus providing good buying ops.
Amazon shares are down 6% pre-market to $1,674. The company has a Buy average Sell Side rating.
See all stocks on the move »"
402,2019-10-23,"Amazon.com, Inc. (AMZN)",-0.0020161270637766935,"Amazon (NASDAQ:AMZN) acquires Health Navigator, which provides online symptom checking and triage tools for companies wanting to route patients to the appropriate care location.
The tech giant will offer Health Navigator as part of its pilot Amazon Care clinics for employees.
Financial terms weren't disclosed.
"
403,2019-10-23,"Amazon.com, Inc. (AMZN)",-0.0020161270637766935,"Amazon (NASDAQ:AMZN) is scheduled to announce Q3 earnings results on Thursday, October 24th, after market close.
The consensus EPS Estimate is $4.49 (-21.9% Y/Y) and the consensus Revenue Estimate is $68.72B (+21.5% Y/Y).
Over the last 2 years, AMZN has beaten EPS estimates 75% of the time and has beaten revenue estimates 63% of the time.
Over the last 3 months, EPS estimates have seen 1 upward revision and 36 downward. Revenue estimates have seen 33 upward revisions and 2 downward.
Recent earnings Analysis from our contributors:Amazon Earnings Preview: Q2 EPS Miss Has Investors Thinking An 'Investment Cycle' Is At Hand
"
405,2019-10-23,"Amazon.com, Inc. (AMZN)",-0.0020161270637766935,"Amazon (AMZN -0.5%) is using factories in Bangladesh that other major apparel companies have turned away due to a ban from consumer protection groups, according to some digging by The Wall Street Journal.
The Bangladesh factories in question have owners who have have refused to fix safety problems like crumbling buildings, broken alarms and missing sprinklers and fire barriers.
Most of the apparel from banned factories being sold by Amazon was found to be from third-party sellers using Amazon's marketplace platform, not the company's own brands.
"
406,2019-10-23,"Amazon.com, Inc. (AMZN)",-0.0020161270637766935,"A Defense Department official tells Bloomberg that the Pentagon will still complete the cloud contract review started by Defense Secretary Mark Esper, who stepped down from the process yesterday due to his son's employment at IBM.
Deputy Secretary David Norquist will take the lead on the review, which is looking into whether the winner-takes-all, up to $10B contract unfairly favors market leaders Amazon (NASDAQ:AMZN) and Microsoft (NASDAQ:MSFT).
The Pentagon won't select a contract winner until the review is completed.
"
407,2019-10-23,"Amazon.com, Inc. (AMZN)",-0.0020161270637766935,"Amazon (NASDAQ:AMZN) expands its network of staffed, in-store pickup points with thousands of new locations.
Amazon Hub Counters are coming to new partners GNC, Health Mart, and Stage Stores.
Counter location deliveries are available to all Amazon shoppers and for tens of millions of products on the e-commerce platform.
Amazon Hub Counters first launched in June 2019.
"
408,2019-10-22,"Amazon.com, Inc. (AMZN)",-0.011161169327038837,"Defense Secretary Mark Esper is removing himself from the review process for the Pentagon's lucrative cloud contract due to his son's current employment at IBM, one of the original companies that applied for the winner-takes-all contract.
Amazon (NASDAQ:AMZN) and Microsoft (NASDAQ:MSFT) are viewed as the leading candidates for JEDI, which could have a value of up to $10B.
In August, Esper began investigating the JEDI process after President Trump said other companies complained Amazon had an unfair advantage.
Deputy Secretary David Norquist will now take over on JEDI selection.
"
420,2019-10-08,"Amazon.com, Inc. (AMZN)",-0.015669562099450956,"Amazon (AMZN -0.6%) is positioned to become one of the world's largest national security contractors, observes MIT Technology Review in a new piece.
Sharon Weinberger breaks down in detail the chances of Amazon landing the lucrative JEDI contract amid some concerns from President Trump and privacy advocates on the Seattle tech giant.
Amazon says its move into bidding for defense contracts is part of a large-scale plan to grow its public sector business. As for the $10B cloud computing JEDI contract, the Defense Department hasn't issued any firm timeline on awarding the project.
"
428,2019-10-01,"Amazon.com, Inc. (AMZN)",-0.0001497831079419828,"Amazon (AMZN +0.2%) entered into a one-year agreement to stream Disney (DIS -0.3%) movies and shows across the region to Prime Video customers.
Disney streaming content becomes available today in Latin America.
Source: Bloomberg statement.
"
430,2019-10-01,"Amazon.com, Inc. (AMZN)",-0.0001497831079419828,"Amazon (NASDAQ:AMZN) has signed more than a dozen grocery store leases in the Los Angeles area that could open as early as the end of this year, according to WSJ sources.
Amazon also looking at grocery spaces in the New York metro area, New Jersey, and Connecticut. The stores would each occupy about 20-40K square feet.
Earlier this year, the WSJ reported that Amazon's new grocery push wouldn't directly compete with its acquired Whole Foods chain.
"
434,2019-09-27,"Amazon.com, Inc. (AMZN)",-0.008270884265915265,"Amazon (AMZN -0.9%) Web Services has hired Cisco veteran J.R. Rivers as part of its new hardware push, according to The Information sources.
AWS is moving towards providing its first hardware product with network capabilities for outside consumers, which includes networking devices called Outposts, servers, and storage.
Rivers left a Cisco exec position to co-found and run Cumulus Networks, where he stepped down in June.
"
439,2019-09-24,"Amazon.com, Inc. (AMZN)",-0.02447211269863125,"Amazon (NASDAQ:AMZN) launches a virtual primary care clinic for employees that includes the option to send a nurse to the employee's home.
Right now, Amazon Care is in a pilot program in the Seattle area.
Amazon appears to have contracted with Oasis Medical on the healthcare endeavor, which represents the tech giant's latest move into the health space.
"
440,2019-09-24,"Amazon.com, Inc. (AMZN)",-0.02447211269863125,"Amazon (AMZN -1.9%) will reportedly pay Fleabag star Phoebe Waller-Bridge in the ""mid-eight-figure range"" for the exclusive overall deal, according to Deadline sources.
The three-year deal follows three major Emmy wins for Fleabag last weekend.
"
441,2019-09-23,"Amazon.com, Inc. (AMZN)",-0.0049382356267557185,"Amazon's (AMZN -0.2%) device plans include fitness-tracking Alexa earbuds and a larger Echo with a woofer and improved speakers, according to CNBC sources.
The earbuds would require a smartphone to use them since there isn't built-in cellular connectivity. The wearables are expected to price below $100.
It's unclear when the devices will be announced. Amazon is hosting a hardware event this Wednesday.
"
442,2019-09-23,"Amazon.com, Inc. (AMZN)",-0.0049382356267557185,"Amazon's (NASDAQ:AMZN) new fulfillment center in Scarborough will create more than 600 full-time jobs.
The 1M square foot facility is Amazon's twelfth center in Canada and seventh in Ontario.
"
